基金名稱,類型,幣別,國泰世華,元大銀行,兆豐銀行,高雄銀行,渣打銀行,華泰銀行,京城銀行,將來銀行,連線銀行,永豐銀行,台中商銀,瑞興銀行,王道銀行,中國信託,玉山銀行,板信商銀,三信銀行,彰化銀行,巴黎銀行,陽信銀行,華南銀行,土地銀行,滙豐銀行,遠東銀行,星展銀行,花旗銀行(併入星展銀行),安泰銀行,臺灣企銀,上海銀行,聯邦銀行,台灣銀行,凱基銀行,第一銀行,台北富邦銀行,日盛銀行(併入台北富邦銀),台新銀行,新光銀行,瑞士銀行,合作金庫
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,前收累積,美元,00180028,1328,1513,2612,●,●,00080016,X,●,JB5,◎1307,1312,JA015,01900010,VV43,JC10 ,X,●,X,X,2017,◎0911,●,JS24,15005,JHYA2,3817,1708,2012,1905,1707,JU16,YA25,6714,1117,JAB4,●,X,1123
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,前收累積,歐元避險,00180029,1329,1514,2613,●,0706,00080018,X,●,JB6,◎1317,●,JA017,01900006,VV21,●,X,4112,X,X,●,◎0939,●,JS74,15006,JHEA2,3857,●,●,1916,●,JU17,YA09,6744,1118,JAB5,●,X,●
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,前收月配,美元,00180027,1327,1563,2607,●,0704,00080015,X,●,JB4,◎1322,1313,JA016,01900081,VV13,JC11 ,X,4102,X,X,"2015-配現
2016-配權",0910,●,JS23,15004,JHYA1,3807,1707,2006,1915,1711,JU07,YA05,6713,1112/1124,JAB6,6112,X,1103
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,前收月配,澳幣避險,●,1346,●,2634,●,0727,00080037,X,●,●,●,1315,JA018,01900087,●,JC28,X,●,X,X,●,0941,●,●,●,●,3864,1727,●,1937,●,JU35,YA20,6708,1196,JAB7,6131,X,●
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,前收穩月配,美元,●,●,●,●,●,●,●,X,●,JG5,●,●,●,01900113,VV44,●,X,●,X,X,2050,●,●,JS79,●,●,●,●,●,●,●,JU45,YA26,6718,●,JAB8,6138,X,●
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,後收累積,美元,●,●,●,●,●,●,●,X,●,JL6,●,●,●,01900114,TV43,●,X,●,X,X,●,●,●,UH07,●,●,●,●,●,●,●,JT03,YT08,AV05,●,JBA3,●,X,●
駿利亨德森資產管理基金-駿利亨德森非投資等級債券基金,後收穩月配,美元,●,●,●,●,●,●,●,X,●,JL7,●,●,●,01900115,TV44,●,X,●,X,X,2052,●,●,UH06,●,●,●,●,●,●,●,JT04,YT09,AV06,●,JBA4,6G09,X,●
駿利亨德森資產管理基金-駿利亨德森美國40基金,前收累積,美元,00180005,1305,1503,2601,00130003,0701,00080003,X,V,JA3,◎1302,1322,JA032,01900002,VV03,JC04 ,X,4104,X,X,2003,0902,●,JS02,15009,JTWA1,3802,1702,2002,1907,1702,JU01,YA01,6702,1103,JAA7,6103,X,1104
駿利亨德森資產管理基金-駿利亨德森美國40基金,前收累積,歐元避險,00180006,1306,1504,2614,00130004,0721,00080004,X,●,JA4,◎1312,1323,JA033,01900107,VV04,●,X,4114,X,X,●,◎0932,●,JS52,15010,JWEA1,3852,●,●,1908,●,JU10,YA11,6732,1104,JAC5,●,X,1109
駿利亨德森資產管理基金-駿利亨德森美國40基金,後收累積,美元,●,●,●,●,●,●,●,X,●,JN0,●,●,●,01900118,TV03,●,X,9N04,X,X,2053,●,●,UH03,●,●,●,●,●,CJ05,●,JT05,YT03,AV09,●,JBA8,6G01,X,●
駿利亨德森資產管理基金-駿利亨德森美國創業基金,前收累積,美元,00180013,1309,1505,2605,00130005,0705,00080005,X,●,JA5,◎1303,1306,JA034,01900011,VV05,JC06 ,X,4106,X,X,2005,0903,●,JS03,●,●,3804,1714,2003,1909,1703,JU05,YA12,6703,1105,●,6105,X,1113
駿利亨德森資產管理基金-駿利亨德森美國創業基金,前收累積,歐元避險,00180014,1310,1506,2618,00130006,0719,00080006,X,●,JA6,◎1313,●,JA035,●,VV06,●,X,4116,X,X,●,◎0933,●,JS53,●,●,3854,1715,●,1910,●,JU14,●,6733,1106,●,●,X,1114
駿利亨德森資產管理基金-駿利亨德森美國創業基金,後收累積,美元,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,X,9N05,X,X,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,6G02,X,●
駿利亨德森資產管理基金-駿利亨德森美國短期債券基金,前收累積,美元,00180034,1334,1515,2619,00130018,0724,00080020,X,●,JB8,◎1371,●,JA001,01900007,●,JC07 ,X,●,X,X,●,◎0913,●,JS51,●,JSTA2,3818,●,●,●,◎1708,JU20,●,6716,1119,●,6119,X,1122
駿利亨德森資產管理基金-駿利亨德森美國短期債券基金,前收累積,歐元避險,00180035,1335,1516,2620,00130019,0725,00080022,X,●,JB9,◎1372,●,JA003,●,●,●,X,●,X,X,●,◎0940,●,JS76,●,JUEA2,3858,1712,●,●,●,JU21,●,6746,1120,●,6120,X,●
駿利亨德森資產管理基金-駿利亨德森美國短期債券基金,前收月配,美元,00180033,1333,1565,2608,00130017,0723,00080019,X,●,JB7,◎1370,●,JA002,01900082,VV15,JC08 ,X,●,X,X,2019,◎0912,●,JS25,●,JSTA1,3808,1710,2007,1917,1712,JU08,●,6715,1113,●,6113,X,1102
駿利亨德森資產管理基金-駿利亨德森美國短期債券基金,後收累積,美元,●,●,●,●,●,●,●,X,●,●,●,●,●,●,TV45,●,X,●,X,X,●,●,●,UH08,●,●,●,●,●,●,●,●,●,●,●,●,6G08,X,●
駿利亨德森資產管理基金-駿利亨德森美國價值中小基金,前收累積,美元,00180047,13A1,1518,2621,●,0714,00080026,X,●,JC5,◎1309,●,JA038,●,VV29,JC03 ,X,4120,X,X,2021,0905,●,JS13,●,JSUA1,3810,1718,●,1922,1715,JU22,●,6723,●,●,●,X,1107
駿利亨德森資產管理基金-駿利亨德森美國價值中小基金,前收累積,歐元避險,00180048,13A2,●,2622,●,0715,00080027,X,●,JC6,◎1319,●,JA039,●,●,●,X,4121,X,X,●,◎0935,●,JS56,●,JSEA1,3860,1719,●,●,●,JU23,●,6753,●,●,●,X,1108
駿利亨德森資產管理基金-駿利亨德森美國價值中小基金,後收累積,美元,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,X,●,X,X,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,X,●
駿利亨德森資產管理基金-駿利亨德森環球生命科技基金,前收累積,美元,00180009,1313,1507,2604,00130007,0703,00080007,X,●,JA7,1304,1304,JA019,01900003,VV07,JC13 ,X,4107,X,X,2007,0904,●,JS04,15013,JGLA1,3803,1716,2009,1911,1704,JU04,YA02,6705,1109,JAA1,6109,X,1105
駿利亨德森資產管理基金-駿利亨德森環球生命科技基金,前收累積,歐元避險,00180010,1314,1508,2617,00130008,0702,00080008,X,●,JA8,◎1314,1305,JA020,01900106,VV08,●,X,4117,X,X,2008,0934,●,JS54,15014,JSFA1,3853,1717,2039,1912,●,JU13,YA07,6735,1110,JAA2,6110,X,1110
駿利亨德森資產管理基金-駿利亨德森環球生命科技基金,後收累積,美元,●,●,●,●,●,●,●,X,●,JL8,●,●,●,01900116,TV07,●,X,9N03,X,X,2054,●,●,UH05,●,●,●,●,●,CJ03,●,JT06,YT04,AV07,●,JBA9,6G03,X,●
駿利亨德森資產管理基金-駿利亨德森環球房地產股票收益基金,前收累積,美元,●,1354,1525,2630,●,●,00080036,X,●,●,●,1301,JA021,01900088,●,JC14 ,X,4124,X,X,2035,●,●,●,●,●,●,●,●,1932,●,JU32,●,6797,1136,JAA8,6132,X,1132
駿利亨德森資產管理基金-駿利亨德森環球房地產股票收益基金,前收累積,歐元避險,●,1352,●,2631,●,●,●,X,●,●,●,●,JA023,●,●,●,X,4125,X,X,2037,●,●,●,●,●,●,●,●,●,●,JU34,●,6799,1137,●,6134,X,1133
駿利亨德森資產管理基金-駿利亨德森環球房地產股票收益基金,前收季配,美元,●,1353,●,2629,●,0726,00080035,X,●,●,●,1302,JA022,01900089,●,●,X,●,X,X,2036,●,●,●,●,●,●,●,●,1934,●,JU33,●,6798,1135,●,6133,X,1131
駿利亨德森資產管理基金-駿利亨德森環球房地產股票收益基金,後收累積,美元,●,●,●,●,●,●,●,X,●,●,●,●,●,●,●,●,X,●,X,X,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,6G05,X,●
駿利亨德森資產管理基金-駿利亨德森環球科技創新基金,前收累積,美元,00180071,1342,1523,2625,00130028,0708,00080030,X,V,JC7,1323,1318,JA026,01900012,VV31,JC16 ,X,●,X,X,2030,0914,●,JS14,15038,JGTA1,3812,1723,●,1926,●,JU26,YA14,6706,1129,JAB2,6127,X,1117
駿利亨德森資產管理基金-駿利亨德森環球科技創新基金,前收累積,歐元避險,●,1343,1524,2626,00130029,0707,00080031,X,●,JC8,◎1324,1319,JA027,01900013,VV32,●,X,●,X,X,●,◎0915,●,JS57,15039,JTEA1,3862,1724,●,1927,●,JU27,YA22,6736,1130,JAB1,●,X,1118
駿利亨德森資產管理基金-駿利亨德森環球科技創新基金,後收累積,美元,●,●,●,●,●,●,●,X,●,JL9,●,●,●,01900117,TV31,●,X,●,X,X,2055,●,●,UH04,●,●,●,●,●,CJ04,●,JT07,YT05,AV08,●,JBA5,6G04,X,●
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,前收累積,美元,00180022,1322,1511,2610,00130012,0718,00080012,X,●,JB2,◎1306,1308,JA011,01900009,VV41,JC17 ,X,●,X,X,●,◎0909,●,JS22,●,JFIA2,3816,●,2010,1903,1706,JU18,YA23,6712,1115,JAB9,●,X,●
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,前收累積,歐元避險,00180023,1323,1512,2611,00130013,0722,00080014,X,●,JB3,◎1316,●,JA013,01900005,VV19,●,X,4111,X,X,●,◎0938,●,JS72,●,JFEA2,3856,●,2011,1914,●,JU19,YA08,6742,1116,JAC1,●,X,●
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,前收月配,美元,00180021,1321,1561,2606,●,0717,00080011,X,●,JB1,◎1321,1309,JA012,01900080,VV11,JC18 ,X,4101,X,X,"2011-配現
2012-配權",0908,●,JS21,●,JFIA1,3806,●,2005,1904,1710,JU06,YA04,6711,1111/1123,JAC2,6111,X,1101
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,前收月配,澳幣避險,●,1351,●,●,●,●,●,X,●,●,●,1311,JA014,01900104,●,●,X,●,X,X,●,●,●,JS18,●,●,●,●,●,●,●,JU38,YA19,6709,●,JAC3,●,X,●
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,前收穩月配,美元,●,●,●,●,●,●,●,X,●,JG4,●,●,●,01900110,VV42,●,X,●,X,X,2051,●,●,JS80,●,●,●,●,●,●,●,JU46,YA24,6710,●,JAC4,6139,X,●
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,後收累積,美元,●,●,●,●,●,●,●,X,●,JL2,●,●,●,01900111,TV41,●,X,●,X,X,●,●,●,UH10,●,●,●,●,●,●,●,JT08,YT06,AV01,●,JBA6,●,X,●
駿利亨德森資產管理基金-駿利亨德森靈活入息基金,後收穩月配,美元,●,●,●,●,●,●,●,X,●,JL3,●,●,●,01900112,TV42,●,X,●,X,X,2057,●,●,UH09,●,●,●,●,●,●,●,JT09,YT07,AV02,●,JBA7,6G10,X,●
駿利亨德森遠見基金-日本小型公司基金,前收累積,美元,●,X,X,3304,●,1103,●,X,●,785,◎1606,X,JH002,02400005,●,HD07 ,5002,X,X,X,●,X,X,MH12,●,X,2703,X,●,●,X,X,X,7904,X,●,7402,X,X
駿利亨德森遠見基金-日本小型公司基金,前收累積,美元避險,●,X,X,●,●,●,●,X,●,●,●,X,JH003,02400017,●,HD11 ,5011,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-日本小型公司基金,前收累積,日圓,●,X,X,●,●,●,●,X,●,●,●,X,●,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-日本機會基金,前收累積,美元,00620003,X,X,3303,●,●,●,X,●,784,1605,X,JH001,02400004,●,HD06 ,5001,X,X,X,●,X,X,MH11,●,X,2702,X,4003,●,X,X,X,7903,X,●,●,X,X
駿利亨德森遠見基金-全球永續股票基金,前收累積,美元,●,X,X,●,●,1108,●,X,●,●,●,X,JH022,02400019,AK08,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-全球永續股票基金,前收累積,歐元避險,●,X,X,●,●,1109,●,X,●,●,●,X,JH023,02400020,AK09,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-全球地產股票基金,前收累積,美元,00620008,X,X,3308,●,1107,●,X,●,52J,1612,X,JH014,02400012,●,HD10 ,5008,X,X,X,●,X,X,MH42,●,X,●,X,●,●,X,X,X,7909,X,●,7408,X,X
駿利亨德森遠見基金-全球地產股票基金,前收月配,美元,●,X,X,●,●,●,●,X,●,●,●,X,●,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-全球科技領先基金,前收累積,美元,00620004,X,X,3302,00380001,1105,00320002,X,●,783,1608,X,JH008,02400003,AK03,HD05 ,5003,X,X,X,3604,X,X,MH01,●,X,2705,X,●,AT05,X,X,X,7902,X,HHA2,7407,X,X
駿利亨德森遠見基金-亞太地產收益基金,前收累積,美元,00620007,X,X,3309,●,1106,00320003,X,●,52I,◎1611,X,JH015,02400010,AK06,HD09 ,5009,X,X,X,●,X,X,MH41,●,X,●,X,●,●,X,X,X,7908,X,●,7409,X,X
駿利亨德森遠見基金-亞太地產收益基金,前收月配,美元,●,X,X,●,●,●,●,X,●,●,●,X,JH020,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-亞太地產收益基金,前收月配,美元,●,X,X,●,●,●,●,X,●,●,●,X,JH021,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-亞洲股息收益基金,前收累積,美元,●,X,X,●,●,●,●,X,●,●,●,X,JH016,●,●,HD12 ,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-亞洲股息收益基金,前收月配,美元,●,X,X,●,●,●,●,X,●,●,●,X,JH018,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-亞洲股息收益基金,前收季配,美元,00620005,X,X,3310,●,●,●,X,●,59P,◎1614,X,JH017,02400011,AK04,●,●,X,X,X,●,X,X,MH43,●,X,●,X,●,AT11,X,X,X,7953,X,●,7410,X,X
駿利亨德森遠見基金-泛歐小型公司基金,前收累積,美元避險,●,X,X,●,●,●,●,X,●,●,●,X,JH007,02400018,●,HD13 ,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-泛歐小型公司基金,前收累積,歐元,00620002,X,X,3307,●,1102,00320001,X,●,787,◎1603,X,JH006,02400006,AK01,HD04 ,5005,X,X,X,●,X,X,MH54,●,X,2704,X,4004,AT04,X,X,X,7905,X,●,7404,X,X
駿利亨德森遠見基金-泛歐地產股票基金,前收累積,美元避險,00620009,X,X,●,00380007,●,00320005,X,●,●,●,X,JH013,02400014,AK07,HD14 ,5012,X,X,X,●,X,X,MH55,●,X,●,X,4005,●,X,X,X,7910,X,HHA8,●,X,X
駿利亨德森遠見基金-泛歐地產股票基金,前收累積,歐元,00620001,X,X,3306,00380006,1101,●,X,●,781,1602,X,JH012,02400007,AK02,HD03 ,5006,X,X,X,●,X,X,MH53,●,X,2706,X,4001,AT08,X,X,X,7906,X,HHA6,7401,X,X
駿利亨德森遠見基金-歐元企業債券基金,前收累積,美元避險,●,X,X,●,●,●,●,X,●,●,●,X,●,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-歐元企業債券基金,前收累積,歐元,●,X,X,●,●,●,●,X,●,●,●,X,●,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-歐元非投資等級債券基金,前收累積,美元避險,●,X,X,X,●,●,●,X,●,●,●,X,●,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-歐元非投資等級債券基金,前收累積,歐元,●,X,X,X,●,●,●,X,●,●,●,X,JH019,●,●,●,●,X,X,X,●,X,X,●,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-歐元領域基金,前收累積,美元避險,●,X,X,●,●,●,●,X,●,●,●,X,JH005,02400016,●,HD18 ,5010,X,X,X,●,X,X,MH02,●,X,●,X,●,●,X,X,X,●,X,●,●,X,X
駿利亨德森遠見基金-歐元領域基金,前收累積,歐元,●,X,X,3301,●,1104,●,X,●,782,1601,X,JH004,02400002,●,HD01 ,5004,X,X,X,●,X,X,MH51,●,X,2701,X,●,AT03,X,X,X,7901,X,HHA1,●,X,X
