基金名稱,類型,幣別,國泰世華,元大銀行,兆豐銀行,高雄銀行,渣打銀行,華泰銀行,京城銀行,將來銀行,連線銀行,永豐銀行,台中商銀,瑞興銀行,王道銀行,中國信託,玉山銀行,板信商銀,三信銀行,彰化銀行,巴黎銀行,陽信銀行,華南銀行,土地銀行,滙豐銀行,遠東銀行,星展銀行,花旗銀行(併入星展銀行),安泰銀行,臺灣企銀,上海銀行,聯邦銀行,台灣銀行,凱基銀行,第一銀行,台北富邦銀行,日盛銀行(併入台北富邦銀),台新銀行,新光銀行,瑞士銀行,合作金庫
高盛全球機會股票基金,前收累積,美元,00740017,3320,1G12,●,X,●,00270013,X,●,689,●,0416,NN054,04100066,AP66,IN24,7852,3822,●,AG05,4721,3020,●,AL48,●,X,●,9620,●,AD20,0220,NG33,●,●,2630,●,9411,●,●
高盛全球機會股票基金,前收累積,歐元,00740016,3319,1G13,●,X,●,●,X,●,688,●,◎0415,NN055,04100067,AP67,IN37,●,3823,●,AG06,4722,3019,●,AL49,●,X,3320,●,●,AD21,0221,NG34,●,●,2618,●,9412,●,●
高盛投資級公司債基金,前收累積,美元,00740020,3323,1G16,●,X,8618,00270015,X,V,696,3715,0426,NN020,04100010,AP07,IN46,●,3819,V,AG51,4725,3022,●,AL16,35001,X,3324,9637,3901,AD28,0204,NG37,ZB04,9920,2606,IGD8,9423,●,3881
高盛投資級公司債基金,前收月配,美元,00740021,3324,1G17,3B12,X,8617,00270018,X,V,706,3714,0427,NN021,04100011,AP08,IN47,7814,3828,V,AG52,4732,3034,●,AL17,35002,X,3325,9638,3981,AD29,0205,NG35,ZB05,9918,2603,IGD9,9431,●,3882
高盛投資級公司債基金,前收月配,對沖澳幣,00740034,3340,1G20,3B15,X,8622,●,X,●,68P,3722,0454,NN022,04100039,AP20,IN55,7829,38A3,V,AG53,4780,3041,●,AL18,35003,X,3336,9639,3986,AD46,0206,NG36,ZB39,9919,2658,IGE1,9443,●,3883
高盛投資級公司債基金,前收月配,對沖南非幣,00740058,33A8,1G46,3B46,X,8646,●,X,●,89K,3749,●,NN061,04100102,AP55,IN92,7854,38A1,V,●,4786,3059,●,AL50,●,X,3359,9654,39A1,AD70,◎0254,NG66,ZB38,●,●,IGE2,9469,●,3884
高盛投資級公司債基金,後收累積,美元,0074B060,3370,2G16,●,X,8106,00330005,X,X,◎84I,37BJ,0446,NP005,04100040,BP07,IN11,●,3895,X,3751,4790,8608,X,BL16,X,X,0B08,968A,F101,AN10,X,NY13,X,AD01,2646,IYB1,9712,X,BC01
高盛投資級公司債基金,後收月配,美元,0074B059,3369,2G17,3B61,X,8105,00330006,X,X,◎68A,37BK,0447,NP006,04100041,BP08,IN12,78Z9,3894,X,3752,4781,8609,X,BL17,X,X,0B09,968B,F181,AN11,X,NY12,X,AD02,2645,IYB2,9711,X,BC02
高盛投資級公司債基金,後收月配,對沖澳幣,0074B075,3393,2G20,●,X,●,●,X,X,◎79D,37FC,0472,NP007,04100042,BP20,●,●,38N3,X,3768,4782,●,X,BL18,X,X,0B41,968C,F180,AN34,X,NY34,X,AD03,2692,IYB3,9732,X,BC03
高盛投資級公司債基金,後收月配,對沖南非幣,0074B085,3398,2G46,3B76,X,8129,●,X,X,◎89M,37C1,●,NP008,04100103,BP55,IN93,78Y4,38N1,X,●,4788,8635,X,BL50,X,X,0B40,968H,F1A2,AN41,X,NY38,X,●,●,IYB8,9742,X,BC04
高盛亞洲收益基金,前收累積,美元,00740023,3356,●,3B36,X,8605,00270010,X,●,66C,3733,0423,NN019,04100029,AP25,IN30,7822,3805,V,AG17,4717,◎3009,●,AL32,351213,X,3704,9704,3917,AD30,0230,NG21,ZB20,9913,2624,IGB7,9421,●,3816
高盛亞洲收益基金,前收月配,美元,00740045,3357,●,3B30,X,8638,00270035,X,●,78V,3734,0461,NN018,04100030,AP40,IN73,7838,3851,●,AG33,4761,3053,●,AL34,●,X,3352,9709,3979,AD57,0245,NG51,ZB21,9944,2672,IGB8,9452,●,3828
高盛亞洲收益基金,前收月配,對沖澳幣,00740046,3358,●,3B37,X,8639,00270036,X,●,78W,3735,0462,NN017,04100031,AP41,IN74,7839,3852,●,AG34,4762,3054,●,AL33,●,X,3353,9710,3980,AD58,0246,NG52,ZB22,9945,2673,IGE9,9449,●,3829
高盛亞洲收益基金,後收月配,美元,0074B081,3394,●,3B70,X,●,00330024,X,X,◎84K,37FG,0473,NP036,04100077,BP40,●,78Z4,3869,X,●,●,●,X,BL15,X,X,0B35,9786,●,AN38,X,NY37,X,      AD22       ,●,IYC6,9738,X,●
高盛亞洲債券基金,前收累積,美元,00740025,3329,1G36,●,X,●,00270019,X,●,58J,3712,0432,NN037,04100008,AP05,IN48,7816,3831,V,AG54,4730,3032,●,AL07,351215,X,3706,9627,3902,AD34,0201,NG38,ZB35,9922,2625,IGC4,9437,●,3866
高盛亞洲債券基金,前收月配,美元,00740026,3330,1G37,3B26,X,8616,00270020,X,●,61G,3713,0433,NN038,04100009,AP06,IN49,7815,3832,V,AG55,4731,3033,●,AL08,351216,X,3705,9628,3982,AD35,0202,NG39,ZB34,9917,2631,IGC5,9436,●,3865
高盛亞洲債券基金,前收月配,對沖澳幣,00740035,3341,1G38,3B18,X,●,●,X,●,68Q,3723,0455,NN039,04100098,AP21,IN56,7832,3860,V,AG56,4746,3040,●,AL13,●,X,3707,9635,3987,AD45,0203,NG40,ZB36,9921,2659,IGC6,9444,●,3867
高盛亞洲債券基金,前收月配,對沖南非幣,00740051,3355,1G39,3B45,X,●,●,X,●,78Y,3736,●,NN058,04100099,AP43,IN82,7848,3859,V,AG68,4785,3060,●,AL35,●,X,3708,9648,39A0,AD59,0242,NG59,ZB37,◎9955,2689,IGC7,9457,●,3875
高盛亞洲債券基金,後收累積,美元,0074B061,3371,2G36,●,X,8112,00330007,X,X,●,37BH,◎0448,NP001,04100043,BP05,IN07,●,3893,X,3753,◎4747,8610,X,BL07,X,X,0B07,9681,F102,AN13,X,NY14,X,      AD31       ,2647,●,9709,X,●
高盛亞洲債券基金,後收月配,美元,0074B062,3372,2G37,3B62,X,8104,00330008,X,X,◎68B,37BI,◎0449,NP002,04100044,BP06,IN08,78Z8,3892,X,3754,4748,8611,X,BL08,X,X,0B06,9682,F182,AN14,X,NY15,X,      AD32       ,2648,●,9710,X,●
高盛亞洲債券基金,後收月配,對沖澳幣,0074B076,3391,2G38,●,X,●,●,X,X,◎79C,37FA,◎0470,NP003,04100045,BP21,●,●,3865,X,3766,◎4749,8634,X,BL13,X,X,0B32,9699,F1A0,AN33,X,NY32,X,      AD33       ,2690,●,9733,X,●
高盛亞洲債券基金,後收月配,對沖南非幣,0074B082,3392,2G39,3B75,X,●,●,X,X,◎79B,37FB,●,NP004,04100046,BP43,IN83,●,3864,X,3767,4750,8636,X,BL35,X,X,0B38,9698,F1A1,AN32,X,NY33,X,◎AD34,2691,●,9734,X,●
高盛美國高股息基金,前收累積,美元,00740018,3321,1G14,3B21,X,8625,00270014,X,●,690,3724,0424,NN046,04100020,AP24,IN18,7834,3824,V,AG09,4723,3017,●,AL14,351214,X,3322,9621,3903,AD17,0222,NG31,ZB13,9932,2628,IGB3,9425,●,3823
高盛美國高股息基金,前收累積,對沖歐元,00740019,3322,1G15,3B22,X,●,●,X,●,695,●,0425,NN047,04100059,●,IN33,7833,3825,V,AG10,4724,◎3016,●,AL15,●,X,3321,●,3915,AD18,0223,NG32,●,9933,2617,●,9419,●,●
高盛美國高股息基金,前收月配,美元,00740036,3347,1G26,3B27,X,8630,●,X,●,71W,3726,●,NN048,04100025,AP29,IN19,7835,3836,●,AG26,4739,3043,●,AL19,●,X,3338,9641,3990,AD47,●,NG53,ZB14,9936,2665,IGB4,9453,●,3824
高盛美國高股息基金,前收月配,對沖澳幣,00740038,3348,1G27,3B40,X,8631,●,X,●,71X,3727,●,NN049,04100026,AP30,IN42,7836,3837,●,AG27,4740,3044,●,AL20,●,X,3339,9642,3991,AD48,●,NG54,ZB17,9937,2666,IGB5,9447,●,3826
高盛美國高股息基金,前收月配,對沖南非幣,00740037,3349,1G28,3B23,X,●,●,X,●,71Y,3725,●,NN060,04100060,AP31,IN67,7837,3838,●,AG28,4741,3050,●,AL21,●,X,3340,9643,3992,AD49,●,NG55,ZB18,9938,2667,IGB6,9454,●,3825
高盛美國高股息基金,後收累積,美元,0074B068,3380,2G14,3B53,X,8115,00330016,X,X,◎71R,37BP,0460,NP024,04100070,BP24,IN03,78Y9,3880,X,3707,4796,8621,X,BL14,X,X,0B20,9688,F115,AN21,X,NY20,X,      AD23      ,2663,IYB4,9721,X,●
高盛美國高股息基金,後收月配,美元,0074B069,3383,2G26,3B63,X,8116,●,X,X,◎74Y,37BU,●,NP025,04100071,BP29,IN60,78X9,3873,X,3709,4797,8622,X,BL19,X,X,0B22,9690,F190,AN22,X,NY22,X,      AD24       ,2675,IYB5,9725,X,●
高盛美國高股息基金,後收月配,對沖澳幣,0074B070,3384,2G27,3B72,X,●,●,X,X,◎77V,37BV,●,NP026,04100072,BP30,IN64,●,3874,X,3710,4798,8623,X,BL20,X,X,0B23,9691,F191,AN23,X,NY23,X,      AD25       ,2676,IYB6,9726,X,●
高盛美國高股息基金,後收月配,對沖南非幣,0074B071,3385,2G28,3B54,X,●,●,X,X,◎77W,37BW,●,NP027,04100073,BP31,IN69 ,●,3875,X,3711,4799,8624,X,BL21,X,X,0B24,9692,F192,AN24,X,NY24,X,◎AD35,2677,IYB7,9727,X,●
高盛氣候與環境永續基金,前收累積,美元,00740008,3312,1G50,3B05,X,8604,00270009,X,●,63C,3704,0421,NN042,04100013,AP11,IN28,7804,3814,V,AG13,4713,3013,●,AL02,●,X,3307,9614,3910,AD13,0239,NG14,ZB42,9908,2626,IGE6,9405,●,3811
高盛氣候與環境永續基金,前收累積,歐元,●,3311,1G49,3B04,X,8609,●,X,●,63D,●,0422,NN043,●,AP12,●,7803,3848,V,AG14,●,◎3012,●,●,●,X,3308,9613,●,AD14,0240,NG13,ZB43,9957,2615,●,9406,●,●
高盛氣候與環境永續基金,後收累積,美元,●,3361,2G50,3B51,X,8127,00330004,X,X,◎67Z,37BD,0441,NP040,04100075,BP11,IN05,78Y7,3885,X,3703,4795,8613,X,BL02,X,X,0B04,●,F110,AN03,X,NY03,X,      AD18        ,2638,IYC4,9718,X,●
高盛全球環境轉型基金,前收累積,美元,00740003,3315,●,3B08,X,8601,00270004,X,●,63F,3703,0407,NN044,04100012,AP09,IN29,7806,3811,◎V,AG15,4706,3011,●,AL01,351204,X,3309,9617,3920,AD11,0231,NG17,ZB07,9910,2634,●,9403,●,3814
高盛全球環境轉型基金,前收累積,歐元,00740004,3314,●,3B07,X,8610,●,X,●,63G,●,0408,NN045,●,AP10,IN39,7805,3812,◎V,AG16,4707,3010,●,●,●,X,3310,9616,3921,AD12,0232,NG16,●,9958,2614,●,9404,●,3813
高盛全球環境轉型基金,後收累積,美元,0074B063,3374,●,●,X,8126,00330001,X,X,◎67W,37BC,0440,NP041,04100076,BP09,IN06,78Y8,3887,X,3705,4783,8615,X,BL01,X,X,0B02,968G,●,AN01,X,NY01,X,AD19,2636,●,9714,X,●
高盛新興市場債券基金,前收累積,美元,00740030,3332,1G23,3B34,X,8620,00270021,X,V,78P,3718,0436,NN024,04100005,AP15,IN50,7825,3843,V,AG57,4734,3035,●,AL09,●,X,3329,9629,3912,AD40,0207,NG44,ZB01,9928,2653,IGD4,9438,●,3869
高盛新興市場債券基金,前收月配,美元,00740029,3334,1G21,3B24,X,8619,00270022,X,V,882,3719,0439,NN025,04100006,AP16,IN51,7828,3845,V,AG58,4733,3037,●,AL10,●,X,3331,9630,3984,AD41,0209,NG45,ZB02,9929,2654,IGD5,9441,●,3871
高盛新興市場債券基金,前收年配,美元,●,●,◎1G22,●,X,●,●,X,V,●,●,◎0438,●,●,●,●,7827,●,V,●,●,◎3038,●,●,●,X,3330,●,●,●,●,●,●,●,●,●,9440,●,●
高盛新興市場債券基金,前收累積,對沖歐元,●,3333,1G24,3B35,X,8621,●,X,●,881,3748,0437,NN023,04100058,AP14,●,7826,3844,V,AG59,4784,3036,●,●,●,X,3332,9631,3913,AD42,0208,NG43,●,9927,2655,IGD3,9439,●,3870
高盛新興市場債券基金,前收月配,對沖澳幣,00740033,3342,1G25,3B17,X,8623,00270024,X,●,68R,3720,0456,NN026,04100007,AP22,IN57,7831,3846,V,AG60,4737,3042,●,AL11,●,X,3337,9636,3985,AD44,0210,NG46,ZB03,9930,2660,IGD6,9445,●,3872
高盛新興市場債券基金,前收月配,對沖南非幣,00740052,3353,1G34,3B25,X,8634,●,X,●,78X,3731,●,NN059,04100035,AP38,IN68 ,7846,3847,V,AG66,4745,3051,●,AL22,●,X,3346,9646,3999,AD55,0243,NG57,ZB19,9943,2683,IGD7,9456,●,3873
高盛新興市場債券基金,後收累積,美元,0074B056,3367,2G23,3B67,X,8108,00330009,X,X,◎71C,37BL,0450,NP009,04100047,BP15,IN09,78Y2,3891,X,3755,4751,8605,X,BL09,X,X,0B10,9693,F112,AN15,X,NY17,X,AD04,2651,IYA1,9701,X,BC06
高盛新興市場債券基金,後收累積,對沖歐元,0074B054,3366,2G24,3B68,X,8109,●,X,X,◎68T,37BZ,●,NP011,04100050,BP28,●,●,3888,X,3757,4752,8607,X,●,X,X,0B13,9694,F113,AN17,X,NY16,X,AD06,2649,IYA3,9702,X,BC05
高盛新興市場債券基金,後收月配,美元,0074B055,3368,2G21,3B55,X,8107,00330010,X,X,◎68C,37BM,0451,NP010,04100048,BP16,IN10,78Z2,3890,X,3756,4753,8606,X,BL10,X,X,0B12,9695,F184,AN16,X,NY18,X,AD05,2652,IYA2,9704,X,BC07
高盛新興市場債券基金,後收月配,對沖澳幣,0074B058,3378,2G25,3B56,X,8111,00330014,X,X,◎68Z,37BN,0458,NP012,04100049,BP22,IN17,78Z1,3877,X,3758,4754,8619,X,BL11,X,X,0B19,9696,F185,AN18,X,NY19,X,AD07,2662,IYA4,9720,X,BC08
高盛新興市場債券基金,後收月配,對沖南非幣,0074B083,3389,2G34,3B60,X,8119,●,X,X,◎79A,37BX,●,NP013,04100051,BP36,IN70,78Y3,3876,X,3764,4755,8630,X,BL22,X,X,0B30,9697,F199,AN30,X,NY30,X,◎AD36,2684,IYA5,9731,X,BC09
高盛新興市場增強股票基金,前收累積,美元,00740007,3313,1G01,3B06,X,8603,00270008,X,●,63E,3701,0420,NN057,04100065,AP13,IN25,7810,3813,V,AG02,4712,3018,●,●,351212,X,3306,9615,3911,AD19,0229,NG15,●,9909,2629,●,9424,●,3817
高盛新興市場增強股票基金,後收累積,美元,●,3375,◎2G01,3B71,X,●,00330003,X,X,◎67Y,37BA,◎0442,NP035,04100083,BP26,IN02,●,3883,X,3702,●,8616,X,●,X,X,●,968F,F111,AN05,X,NY05,X,AD20,2639,●,9716,X,●
高盛新興高股息基金,前收累積,美元,●,◎3331,X,●,X,●,●,X,●,68U,●,X,NN068,04100085,AP48,●,●,3834,●,●,●,●,●,●,●,X,3334,9640,●,AD67,●,◎NG28,●,◎9926,●,●,●,●,●
高盛新興高股息基金,前收月配,美元,X,●,X,●,X,●,●,X,●,86J,●,X,NN069,04100086,AP49,●,●,●,●,●,●,●,●,●,●,X,3355,●,●,AD74,●,●,●,●,●,●,●,●,●
高盛新興高股息基金,後收累積,美元,X,●,X,●,X,●,●,X,X,◎86K,●,X,NP018,04100087,BP48,●,●,●,X,●,●,●,X,●,X,X,0B36,●,●,AN45,●,●,X,●,●,●,●,X,●
高盛新興高股息基金,後收月配,美元,X,●,X,●,X,●,●,X,X,◎86L,●,X,NP019,04100088,BP49,●,●,●,X,●,●,●,X,●,X,X,0B37,●,●,AN46,●,●,X,●,●,●,●,X,●
高盛旗艦多元資產基金,前收累積,對沖美元,00740047,33A3,◎1G41,3B31,X,8641,00270032,X,●,80M,3740,●,NN028,04100032,AP45,IN79,●,3854,●,AG36,4775,3056,●,AL37,●,X,3349,9706,3918,AD62,0248,NG61,ZB26,9948,2686,◎IGC1,9460,●,●
高盛旗艦多元資產基金,前收累積,歐元,00740049,33A2,◎1G40,●,X,8640,●,X,●,80L,3741,●,NN027,04100062,AP44,●,7850,3853,●,AG38,4774,◎3055,●,AL36,●,X,3348,9705,3919,AD61,0247,NG60,ZB25,9947,2685,◎IGB9,9459,●,●
高盛旗艦多元資產基金,前收月配,對沖美元,00740048,33A4,1G42,3B32,X,8642,00270033,X,●,80N,3742,●,NN029,04100033,AP46,IN80,7851,3855,●,AG37,4776,3057,●,AL38,●,X,3350,9707,3977,AD63,0249,NG62,ZB27,9949,2687,◎IGC2,9461,●,●
高盛旗艦多元資產基金,前收月配,對沖澳幣,00740050,33A5,◎1G43,3B33,X,8643,●,X,●,80O,3743,●,NN030,04100034,AP47,IN81,●,3856,●,AG39,4777,3058,●,AL39,●,X,3351,9708,3978,AD64,0250,NG63,ZB28,9950,2688,◎IGC3,9462,●,●
高盛旗艦多元資產基金,後收月配,對沖美元,0074B079,3396,2G42,3B65,X,8124,00330022,X,X,84L,37FE,●,NP022,04100063,BP46,IN77,78Z5,3866,X,3717,4778,8632,X,BL36,X,X,0B33,9784,F197,AN36,X,NY35,X,      AD29       ,●,◎IYA6,9736,X,●
高盛旗艦多元資產基金,後收月配,對沖澳幣,0074B080,3397,2G43,3B66,X,8125,00330023,X,X,84M,37FF,●,NP023,04100064,BP47,IN78,●,3867,X,3718,4779,8633,X,BL37,X,X,0B34,9785,F198,AN37,X,NY36,X,      AD30       ,●,◎IYA7,9737,X,●
高盛歐元高股息基金,前收累積,歐元,00740039,3305,1G04,●,X,●,00270025,X,●,62Y,3708,0409,NN008,04100021,AP36,IN35,●,3815,V,AG20,4704,◎3005,●,AL31,351205,X,3314,●,●,AD07,0216,NG07,ZB23,9905,2612,IGA5,9417,●,3806
高盛歐元高股息基金,前收月配,歐元,00740040,3350,1G31,●,X,8636,00270026,X,●,73E,3728,0464,NN006,04100027,AP34,IN36,7844,3839,●,AG31,4742,3045,●,AL29,●,X,3343,9649,3996,AD52,●,NG48,ZB15,9940,2670,IGA6,9450,●,3821
高盛歐元高股息基金,前收月配,對沖美元,00740041,3352,1G33,●,X,8633,00270027,X,●,75B,3730,0463,NN007,04100028,AP37,IN59,7845,3850,●,AG35,4744,3049,●,AL28,●,X,3345,9650,3997,AD54,0241,NG47,ZB24,9941,2674,IGA8,9455,●,3827
高盛歐元高股息基金,前收月配,對沖澳幣,00740042,3351,1G32,●,X,8644,00270028,X,●,73F,3729,0465,NN005,04100038,AP35,IN44,7843,3840,●,AG32,4743,3046,●,AL30,●,X,3344,9651,3998,AD53,●,NG56,ZB16,9942,2671,IGA7,9446,◎V,3822
高盛歐元高股息基金,後收月配,對沖美元,0074B067,3387,◎2G33,●,X,8118,00330017,X,X,◎75A,37BR,0466,NP034,04100078,BP32,IN62,●,3872,X,3713,4757,8626,X,BL28,X,X,0B27,9782,F195,AN27,X,NY28,X,      AD26       ,2681,◎IYC7,9728,X,●
高盛歐元高股息基金,後收月配,歐元,0074B078,3386,2G31,●,X,8122,00330019,X,X,◎84H,37BS,0467,NP033,04100080,BP37,IN63,●,●,X,3712,4756,8625,X,BL29,X,X,0B28,9781,F194,AN28,X,NY27,X,    AD28     ,2680,◎IYC9,9730,X,●
高盛歐元高股息基金,後收月配,對沖澳幣,0074B074,3388,2G32,●,X,8121,00330018,X,X,◎78Z,37BT,0468,NP032,04100079,BP33,IN66,●,●,X,3714,4758,8627,X,BL30,X,X,0B29,9783,F196,AN29,X,NY29,X,      AD27       ,2682,◎IYC8,9729,X,●
高盛歐洲股票基金,前收累積,歐元,●,3306,1G03,3B29,X,●,00270029,X,●,62Z,◎3707,0410,NN009,●,●,●,●,3816,V,AG21,4708,◎3021,●,●,351206,X,3315,9608,●,AD06,0217,NG08,●,9906,2611,●,9416,●,◎3812
高盛環球非投資等級債券基金,前收累積,美元,00740013,3325,1G10,●,X,8612,00270017,X,V,64J,3710,0428,NN033,04100001,AP01,IN52,7856,3826,V,AG61,4726,3031,●,AL06,●,X,3326,9622,3909,AD24,0215,NG24,ZB08,9925,2605,IGA1,9427,●,3864
高盛環球非投資等級債券基金,前收累積,對沖歐元,00740009,3317,1G05,●,X,●,●,X,●,63H,●,◎0430,NN031,04100101,AP03,●,●,3801,V,AG63,4714,3029,●,●,●,X,3302,9618,3914,AD26,0214,NG22,ZB10,9960,2604,IGE3,9428,●,◎3861
高盛環球非投資等級債券基金,前收月配,美元,00740012,3354,1G11,3B11,X,8613,00270016,X,V,64K,3711,0429,NN034,●,AP02,IN53,7813,3827,V,AG62,4727,3030,●,AL05,●,X,3327,9623,3983,AD25,0211,NG25,ZB09,9914,2602,IGA2,9429,●,3863
高盛環球非投資等級債券基金,前收月配,對沖美元,00740044,3326,1G35,3B28,X,8635,00270030,X,V,79J,3732,0469,NN035,04100100,AP42,IN72,7847,3849,V,AG67,4763,3052,●,AL23,●,X,3347,9647,3995,AD56,0244,NG58,ZB40,9946,2693,IGE4,9458,●,3874
高盛環球非投資等級債券基金,前收月配,對沖歐元,00740011,3318,1G06,3B10,X,8611,00270011,X,●,63I,3709,0431,NN032,04100004,AP04,IN54,7809,3802,V,AG64,4718,3028,●,AL04,●,X,3303,9619,3988,AD27,0213,NG23,ZB11,9923,2601,IGA3,9430,●,3862
高盛環球非投資等級債券基金,前收月配,對沖澳幣,00740032,3339,2G19,3B16,X,8624,00270023,X,●,68S,3721,0453,NN036,04100003,AP23,IN58,7830,3835,●,AG65,4736,3039,●,AL12,●,X,3335,9634,3989,AD43,0212,NG27,ZB12,9924,2657,IGA4,9442,●,3868
高盛環球非投資等級債券基金,前收月配,對沖南非幣,00740054,33A9,1G47,3B47,X,8645,●,X,●,89L,3754,●,NN062,●,AP56,IN94,●,38A2,V,●,4787,3061,●,AL55,●,X,3358,9655,39A2,AD71,0255,NG67,ZB41,●,●,IGE5,9470,●,3885
高盛環球非投資等級債券基金,後收月配,美元,0074B052,3390,2G11,3B57,X,8103,00330012,X,X,◎68E,37BF,0445,NP014,●,BP02,IN14,78Z7,3898,X,3760,4766,8604,X,BL05,X,X,0B17,9684,F183,AN07,X,NY08,X,AD08,2643,IYC1,9707,X,●
高盛環球非投資等級債券基金,後收月配,對沖美元,0074B072,3364,2G35,3B64,X,8120,00330020,X,X,◎79K,37BY,0471,NP015,04100054,BP42,IN71,78Z3,3871,X,3765,4767,8631,X,BL23,X,X,0B31,●,F193,AN31,X,NY31,X,AD09,2694,IYC3,9735,X,●
高盛環球非投資等級債券基金,後收月配,對沖澳幣,0074B057,3377,1G19,3B59,X,8110,00330013,X,X,◎68Y,37BO,0457,NP016,04100057,BP23,IN16,78Z6,3881,X,3763,4769,8618,X,BL12,X,X,0B18,9687,F189,AN19,X,NY11,X,AD10,2661,IYC2,9719,X,●
高盛環球非投資等級債券基金,後收月配,對沖南非幣,0074B084,3399,2G47,3B77,X,8128,●,X,X,◎89N,37FL,●,NP017,●,BP56,IN95,●,38N2,X,●,4789,8637,X,BL55,X,X,0B39,968J,F1A3,AN42,X,NY39,X,●,●,IYB9,9743,X,●
高盛環球高股息基金,前收累積,美元,00740005,3310,1G08,3B41,X,8626,●,X,●,●,●,0414,NN013,04100019,AP28,IN20,●,3808,V,AG24,4710,3002,●,AL26,351209,X,3319,9612,3904,AD01,0219,NG12,●,9907,2620,IGA9,9432,●,3809
高盛環球高股息基金,前收累積,歐元,00740006,3309,◎1G09,3B43,X,8629,●,X,●,63B,●,0413,NN012,●,AP27,IN34,7840,3809,V,AG25,4711,◎3001,●,AL27,351208,X,3301,●,3916,AD02,0218,NG11,●,9939,2608,●,9418,●,3808
高盛環球高股息基金,前收月配,美元,00740043,3345,1G29,3B42,X,8627,●,X,●,72A,●,●,NN011,04100023,AP32,IN21,7841,3841,●,AG29,4770,3047,●,AL24,●,X,3341,9645,3993,AD50,●,NG49,●,9934,2668,IGB1,9451,●,3830
高盛環球高股息基金,前收月配,對沖澳幣,●,3346,1G30,3B44,X,8628,●,X,●,72B,●,0480,NN010,04100024,AP33,IN43,7842,3842,●,AG30,4771,3048,●,AL25,●,X,3342,9644,3994,AD51,●,NG50,●,9935,2669,IGB2,9448,●,3831
高盛環球高股息基金,後收月配,美元,0074B073,3381,2G29,3B73,X,8117,●,X,X,◎74Z,●,0481,NP020,04100081,BP34,IN61,●,3878,X,3715,4772,8628,X,BL24,X,X,0B25,968D,●,AN25,X,NY25,X,AD12,2678,IYA8,9723,X,●
