基金名稱,類型,幣別,國泰世華,元大銀行,兆豐銀行,高雄銀行,渣打銀行,華泰銀行,京城銀行,將來銀行,連線銀行,永豐銀行,台中商銀,瑞興銀行,王道銀行,中國信託,玉山銀行,板信商銀,三信銀行,彰化銀行,巴黎銀行,陽信銀行,華南銀行,土地銀行,滙豐銀行,遠東銀行,星展銀行,花旗銀行(併入星展銀行),安泰銀行,臺灣企銀,上海銀行,聯邦銀行,台灣銀行,凱基銀行,第一銀行,台北富邦銀行,日盛銀行(併入台北富邦銀),台新銀行,新光銀行,瑞士銀行,合作金庫
高盛環球高股息基金,後收月配,對沖澳幣,●,3382,◎2G30,3B74,X,●,●,X,X,◎77X,●,0482,NP021,04100082,BP35,IN65,●,3879,X,3716,4773,8629,X,BL25,X,X,0B26,968E,●,AN26,X,NY26,X,AD21,2679,IYA9,9724,X,●
高盛邊境市場債券基金,前收累積,美元,X,●,X,●,X,●,X,X,●,●,●,X,NN063,04100090,AP51,IN86,●,●,●,●,X,●,●,AL56,●,X,●,●,●,●,0251,●,ZB30,●,●,●,9463,●,3876
高盛邊境市場債券基金,前收累積,對沖歐元,X,●,X,●,X,●,X,X,●,●,●,X,NN065,04100089,AP50,●,●,●,●,●,X,●,●,AL60,●,X,●,●,●,●,●,●,ZB29,●,●,●,●,●,3878
高盛邊境市場債券基金,前收月配,美元,X,●,X,●,X,●,X,X,●,●,●,X,NN064,04100091,AP52,IN87,7853,●,●,●,X,●,●,AL57,●,X,●,●,●,AD68,0252,●,ZB31,●,●,●,9464,●,3877
高盛邊境市場債券基金,前收月配,對沖澳幣,X,●,X,●,X,●,X,X,●,●,●,X,NN066,04100092,AP53,●,●,●,●,●,X,●,●,AL59,●,X,●,●,●,●,●,●,ZB32,●,●,●,9466,●,3879
高盛邊境市場債券基金,前收月配,對沖南非幣,X,●,X,●,X,●,X,X,●,●,●,X,NN067,04100093,AP54,IN88,●,●,●,●,X,●,●,AL58,●,X,●,●,●,AD69,0253,●,ZB33,●,●,●,9465,●,3880
高盛邊境市場債券基金,後收累積,美元,X,●,X,●,X,●,X,X,X,●,●,X,NP028,04100094,BP51,IN89,●,●,X,●,X,●,X,BL56,X,X,●,●,●,●,X,●,X,●,●,●,●,X,X
高盛邊境市場債券基金,後收月配,美元,X,●,X,●,X,●,X,X,X,●,●,X,NP029,04100095,BP52,IN90,●,●,X,●,X,●,X,BL57,X,X,●,●,●,AN39,X,●,X,●,●,●,9739,X,X
高盛邊境市場債券基金,後收月配,對沖澳幣,X,●,X,●,X,●,X,X,X,●,●,X,NP030,04100096,BP53,●,●,●,X,●,X,●,X,BL59,X,X,●,●,●,●,X,●,X,●,●,●,9740,X,X
高盛邊境市場債券基金,後收月配,對沖南非幣,X,●,X,●,X,●,X,X,X,●,●,X,NP031,04100097,BP54,IN91,●,●,X,●,X,●,X,BL58,X,X,●,●,●,AN40,X,●,X,●,●,●,9741,X,X
高盛全球永續股票基金,前收累積,美元,00740055,●,●,●,X,X,●,X,●,04Z,X,●,NN073,04100110,AP63,●,●,●,●,●,47A1,●,●,AL61,●,X,●,●,39A6,●,0260,●,ZB44,9963,X,IGF5,9475,X,●
