基金名稱,類型,幣別,國泰世華,元大銀行,兆豐銀行,高雄銀行,渣打銀行,華泰銀行,京城銀行,將來銀行,連線銀行,永豐銀行,台中商銀,瑞興銀行,王道銀行,中國信託,玉山銀行,板信商銀,三信銀行,彰化銀行,巴黎銀行,陽信銀行,華南銀行,土地銀行,滙豐銀行,遠東銀行,星展銀行,花旗銀行(併入星展銀行),安泰銀行,臺灣企銀,上海銀行,聯邦銀行,台灣銀行,凱基銀行,第一銀行,台北富邦銀行,日盛銀行(併入台北富邦銀),台新銀行,新光銀行,瑞士銀行,合作金庫
晉達環球策略基金 - 新興市場公司債券基金,前收配息,美元,●,2037,2335,3028,●,X,00110045,X,X,"IW0(月配息)
IW1(月配權)",2052,1709,IN021,02500045,AC21,●,9011,1224,●,0755,2538,1175,●,AK16,●,●,1329,1851,4910,"2329(配權)
4209(配息)","1537(配息)
B537(配權)",●,DA20,●,1640,●,6338,●,2274
晉達環球策略基金 - 新興市場公司債券基金,前收配息,澳幣避險IRD,●,2039,2336,3036,●,X,●,X,X,"IW6(月配息)
IW7(月配權)",2054,1710,●,02500046,●,●,●,1225,●,0757,2540,1176,●,AK17,●,●,1331,1852,●,4222(配息),"1538(配息)
B538(配權)",●,DA21,●,1642,●,●,●,2276
晉達環球策略基金 - 新興市場公司債券基金,前收配息,南非幣避險IRD,●,2040,2337,3029,●,X,●,X,X,"IW4(配息)
IW5(配權)",2053,●,IN031,02500047,●,●,●,1226,●,0756,2539,1177,●,AK18,●,●,1330,1853,4911,4221(配息),"1539(配息)
B539(配權)",●,DA22,●,1641,●,●,●,2277
晉達環球策略基金 - 新興市場多重收益基金,前收累積,美元,●,●,X,●,●,X,●,X,X,X,X,●,X,●,●,X,X,●,●,●,●,X,●,●,●,X,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金 - 新興市場多重收益基金,前收累積,美元,●,2063,X,●,●,X,●,X,X,X,●,1727,IN018,02500061,AC28,X,9012,●,●,●,2547,●,●,●,●,X,1340,●,3127,●,"1543(除息)
B543(除權)",IA35,DA29,6848,1653,VBZ4,●,●,●
晉達環球策略基金 - 新興市場多重收益基金,前收配息,美元,●,2062,X,3037,●,X,●,X,X,X,●,1726,IN019,02500062,AC27,X,●,●,●,●,2548,●,●,●,●,X,1341,●,4916,4225(配息),●,IA36,DA30,6849,1652,VBZ3,●,●,●
晉達環球策略基金 - 新興市場股票基金,前收累積,美元,●,2022,◎2318,3038,●,X,●,X,X,X,●,1728,IN007,02500037,●,X,9006,●,●,●,2530,●,●,●,●,●,●,●,●,●,"1525(除息)
B525(除權)",●,●,●,●,●,●,●,●
晉達環球策略基金 - 新興市場當地貨幣債券基金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,●,X,X,NEMAU,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達環球策略基金 - 新興市場當地貨幣債券基金,前收累積,美元,●,●,●,●,●,X,●,X,X,●,●,1723,IN026,●,●,X,●,●,●,●,●,●,●,AK32,●,●,●,●,●,●,"1540(除息)
B540(除權)",●,●,6885,1647,●,●,●,●
晉達環球策略基金 - 新興市場當地貨幣債券基金,前收配息,美元,00470022,2021,2314,3021,00170019,X,●,X,X,"IR5(月配息)
IR6(月配權)",2029,1724,IN027,"02500036(配現)
02500035(配權)",AC17,X,●,1216,V,●,2527,1122,●,AK66,●,●,1322,1830,"4907(配現)
3124(配權)","2326(配權)
4208(配息)","1523(除息)
◎B523(除權)",IA23,DA10,6857,"1627(配現)
1630(配權)","VBD4(配現)
VAD4(配權)
◎VBZ1(息)","6334(除息)
6333(除權)",●,2268
晉達環球策略基金 - 歐洲股票基金,前收累積,美元避險,●,●,●,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,●,●,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金 - 歐洲股票基金,前收累積,歐元,●,●,●,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,●,●,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金 - 歐洲股票基金,前收累積,美元避險,●,2046,2342,3030,00170023,X,00110040,X,X,"IX6(配息)
IX7(配權)",●,1705,●,02500059,●,●,●,1231,●,●,2545,●,●,●,●,●,●,1840,●,●,"1542(除息)
B542(除權)",●,DA28,6820,●,●,●,●,2215
晉達環球策略基金 - 歐洲股票基金,前收累積,歐元,●,●,●,●,00170021,X,●,X,X,●,●,1703,●,●,●,●,●,1234,●,●,●,●,●,AK30,●,●,●,●,●,●,"1541(除息)
B541(除權)",IA40,DA32,●,●,●,●,●,●
晉達環球策略基金 - 歐洲股票基金,前收配息,美元,00470002,2007,2317,3002,00170003,X,00110004,X,X,"IN2(配息)
IQ3(配權)",2003,1704,IN008,02500002,AB02,IG03,●,1201,●,0702,2511,1103,●,AK02,13009,●,1306,1802,3106,2302(配權),"1509(除息)
B509(除權)",IA02,"◎DA03
DA27","6802(除息)
◎BD02(除權)",1604,"VBA1(配現)
VAB5(配權)",6302,●,2202
晉達環球策略基金 - 環球天然資源基金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,●,X,13023,NNRAU,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達環球策略基金 - 環球天然資源基金,前收配息,美元,00470021,2020,2315,3020,00170018,X,00110036,X,X,"IR7(年配息)
IR8(年配權)",2028,1706,IN003,02500034,AB09,X,9007,1217,●,0718,2526,1121, 1616,AK27,●,●,1321,1829,3122,2324(配權),B524(除權),IA22,DA11,6856,"1629(配現)
1632(配權)","VBD3(配現)
VAD3(配權)",6332,●,2211
晉達環球策略基金 - 環球入息導向基金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,●,X,13019,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達環球策略基金 - 環球入息導向基金,前收配息,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,●,X,13020,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達環球策略基金 - 環球入息導向基金,前收配息,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,●,X,●,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達環球策略基金 - 環球入息導向基金,前收累積,美元,X,2059,X,3051,X,X,X,X,X,●,2055,●,●,02500071,●,●,9013,1250,●,●,X,●,●,●,13016,●,1337,1858,●,2332(配權),●,IA41,DA40,●,●,●,●,●,2295
晉達環球策略基金 - 環球入息導向基金,前收配息,美元,X,◎2050,◎2346,●,X,X,X,X,X,"◎IY0(月配息)
◎IX9(配權)",●,●,●,02500066,AC22,●,●,1239,●,0709,◎2549,◎1168,●,◎AK29,13015,●,1323,"◎1848
◎1849","◎4912(配現)
◎3125(配權)",●,"1533(除息)
B533(除權)",IA25,DA35,"◎6847(除息)
◎BD16(除權)",●,"◎VBE1(配現)
◎VAD9(配權)","6336(除權)
6337(除息)",●,2262
晉達環球策略基金 - 環球入息導向基金,前收配息,美元,X,2060,X,3052,X,X,X,X,X,●,2056,●,●,02500072,●,●,●,1251,●,●,X,●,●,●,●,●,1338,1859,●,4223(配息),●,IA43,●,●,●,●,●,●,2296
晉達環球策略基金 - 環球入息導向基金,前收配息,南非幣避險IRD,X,2061,X,3053,X,X,X,X,X,●,2057,●,●,●,●,●,●,1252,●,●,X,●,●,●,●,●,1339,1860,●,4224(配息),●,IA44,DA41,●,●,●,●,●,2297
晉達環球策略基金-環球優質股息增長基金,前收累積,美元,●,●,X,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,●,X,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,美元,●,●,X,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,●,X,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,美元,●,●,X,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,●,X,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金-環球優質股息增長基金,前收累積,美元,●,2051,●,3043,●,X,●,X,X,"1Y7(配息)
◎IY9(配權)",2047,1711,IN012,02500067,AC25,●,9002,1246,●,●,2550,●,●,AK06,●,●,1333,1854,●,●,"1544(除息)
B544(除權)",IA31,DA43,◎6867,1636,VAE1,63ZZ,●,●
晉達環球策略基金-環球優質股息增長基金,前收累積,美元避險,●,2052,●,3044,●,X,●,X,X,"IZ0(配息)
 IZ1(配權)",2048,1713,IN013,02500069,AC26,●,●,1247,●,●,2551,●,●,AK07,●,●,1334,1855,●,●,●,IA32,DA34,●,1637,VAE2,6344,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,美元,●,◎2064,●,●,●,X,●,X,X,"◎88X(月配息)
◎88Y(月配權)",●,●,IN029,◎02500073,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,"1545(除息)
B545(除權)",●,DA42,◎6866,●,"◎VBF1(配現)
◎VAF1(配權)",●,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,美元,●,2053,●,3045,●,X,●,X,X,"IZ2(月配息)
IZ3(月配權)",2049,1714,IN014,02500068,AC23,●,●,1249,●,●,2552,●,●,AK08,●,●,1335,1856,●,●,●,IA33,●,●,1638,VBE2,●,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,美元避險,●,2054,●,3046,●,X,●,X,X,"IZ5(月配權)
IZ4(月配息)",2050,1712,IN015,02500070,AC24,●,●,1248,●,●,2553,●,●,AK09,●,●,1336,1857,●,●,●,IA34,●,●,1639,VBE3,6345,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,澳幣避險IRD,●,◎2065,●,●,●,X,●,X,X,"◎88Z(月配息)
◎89A(月配權)",●,●,●,●,●,●,●,1253,●,●,●,●,●,●,●,●,●,●,●,●,●,●,DA44,◎6868,●,●,●,●,●
晉達環球策略基金-環球優質股息增長基金,前收配息,南非幣避險IRD,●,◎2066,◎2347,3054,●,X,●,X,X,"◎89B(月配息)
◎89C(月配權)",●,●,IN033,●,●,●,●,1254,●,●,●,●,●,●,●,●,●,●,●,●,"1546(除息)
B546(除權)",●,DA45,◎6869,●,●,●,●,2298
晉達環球策略基金 - 環球特許品牌基金,前收累積,美元避險,●,●,●,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,X,●,●,X,●,●,●,●,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金 - 環球特許品牌基金,前收累積,美元,00470027,●,●,●,00170025,X,●,X,X,●,2042,1731,●,●,●,●,●,●,●,0710,2556,1169,●,AK10,●,●,●,●,●,●,"1534(除息)
B534(除權)",●,●,●,●,VBG1,●,●,●
晉達環球策略基金 - 環球特許品牌基金,前收累積,美元避險,●,2048,2345,3039,00170026,X,00110041,X,X,"IY7(配息)
IY8(配權)",●,1730,IN010,02500060,●,IG19,9008,1233,●,0712,2554,1171,●,AK11,●,●,1324,1845,3126,●,"1535(除息)
B535(除權)",IA26,●,6829,●,VBG3,6343,●,●
晉達環球策略基金 - 環球特許品牌基金,前收配息,美元,00470024,2023,2319,3023,00170027,X,00110039,X,X,"IS0(配息)
IU1(配權)",2041,1729,IN009,02500038,●,●,●,1221,●,0711,2529,●,●,●,●,●,1325,1843,●,●,"1526(除息)
B526(除權)",IA27,DA15,6858,●,●,6335,V,2212
晉達環球策略基金 - 環球特許品牌基金,前收配息,美元,●,2033,2327,3041,00170028,X,●,X,X,"IY1(月配息)
IY2(月配權)",2043,●,●,02500048,●,IG20,●,1232,●,0713,2531,1170,●,AK12,●,●,1326,1844,4915,4217(配息),●,IA28,DA33,6846,●,VBG2,6340,●,●
晉達環球策略基金 - 環球特許品牌基金,前收配息,澳幣避險IRD,●,2032,2328,3042,00170030,X,●,X,X,"IY3(月配息)
IY4(月配權)",2044,●,●,02500049,●,IG21,●,1223,●,0715,2532,1172,●,AK13,●,●,1327,1846,4914,4219(配息),●,IA29,DA37,6830,●,VBG4,6342,V,2213
晉達環球策略基金 - 環球特許品牌基金,前收配息,南非幣避險IRD,●,2031,2329,3031,00170029,X,●,X,X,"IY5(月配息)
IY6(月配權)",2045,●,IN034,02500050,AC20,IG22,●,1222,●,0714,2533,1173,●,AK14,●,●,1328,1847,4913,4218(配息),●,IA30,DA36,●,●,VBG5,6341,●,2214
晉達環球策略基金 - 環球策略股票基金,前收累積,美元,●,●,●,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,●,●,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金 - 環球策略股票基金,前收配息,美元,●,●,●,●,●,X,●,X,X,●,X,X,X,●,●,●,X,●,●,●,●,X,●,●,13017,●,●,●,X,●,●,X,●,●,●,●,●,●,●
晉達環球策略基金 - 環球策略股票基金,前收累積,美元避險,●,2049,2344,3040,●,X,●,X,X,"IZ6(配息)
IZ7(配權)",2033,1702,●,02500065,●,●,●,●,●,●,2555,X,●,●,●,●,●,1842,●,●,●,●,DA31,6828,●,●,●,●,●
晉達環球策略基金 - 環球策略股票基金,前收配息,美元,00470004,2009,2302,3004,00170006,X,00110008,X,X,"IN4(配息)
IQ1(配權)",2010,1701,IN011,02500004,AB04,IG05,●,1203,●,0704,2515,1102,●,AK22,13001,IGSEF,1309,1804,3108,2304(配權),"1511(除息)
B511(除權)",IA04,DA05,"6805(除息)
BD05(除權)
",1602,"VBA3(配現)
VAB7(配權)",6304,◎V,2204
晉達環球策略基金 - 環球策略管理基金,前收配息,美元,00470013,2013,2308,3015,00170014,X,00110028,X,X,"IO8(配息)
IP9(配權)",2005,1736,IN022,02500028,●,IG15,●,1211,●,0708,2522,1116,●,AK24,13011,IGSMF,1315,1824,◎3118,2315(配權),"1515(除息)
B515(除權)",IA18,DA09,"6810(除息)
BD10(除權)",1616,"VBD5(配現)
VAD5(配權)
◎VBZ2(息)",6321,●,2281
晉達環球策略基金 - 環球策略管理基金,前收配息,美元,●,2035,2330,3048,●,X,●,X,X,"IV4(月配息)
IV5(月配權)",2034,1737,●,02500041,AC15,●,●,1228,●,●,2534,●,●,●,●,●,●,"1836
◎1837",●,4214(配息),●,IA37,●,6862,●,●,●,●,2282
晉達環球策略基金 - 環球策略管理基金,前收配息,澳幣避險IRD,●,2036,2331,3035,●,X,●,X,X,"IV6(月配息)
IV7(月配權)",2035,●,●,02500042,●,●,●,1229,●,●,2535,●,●,AK31,●,●,●,1838,●,4216(配息),●,IA38,DA18,6861,●,●,●,●,2284
晉達環球策略基金 - 環球策略管理基金,前收配息,南非幣避險IRD,●,2034,2332,3025,00170022,X,●,X,X,"IV8(月配息)
IV9(月配權)",2032,●,IN035,02500043,AC19,●,●,1230,●,●,2536,●,●,AK28,●,●,●,1839,●,4215(配息),●,IA39,DA16,6864,●,●,●,●,2283
晉達環球策略基金 - 環球黃金基金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,●,X,13018,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達環球策略基金 - 環球黃金基金,前收配息,美元,00470014,2015,2307,3017,00170013,X,00110024,X,X,"IO6(配息)
IQ7(配權)",2008,1707,IN001,02500030,AB07,IG14,9001,1210,●,0706,2521,1114,1613,AK25,13012,IGGFD,1314,1821,3117,2316(配權),"1514(除息)
B514(除權)",IA16,DA07,"6808(除息)
BD08(除權)",1614,"VBD1(配現)
VAD1(配權)",6322,●,2207
晉達環球策略基金 - 環球環境基金,前收累積,美元,X,X,X,●,00170031,X,X,X,X,X,X,●,X,X,X,●,X,X,X,X,X,X,1622,X,13021,●,X,X,X,X,X,X,X,X,X,X,X,●,X
晉達環球策略基金 - 環球環境基金,前收配息,美元,X,X,X,●,00170032,X,X,X,X,X,X,●,X,X,X,●,X,X,X,X,X,X,●,X,●,●,X,X,X,X,X,X,X,X,X,X,X,●,X
晉達環球策略基金 - 環球環境基金,前收累積,美元,●,●,●,●,●,●,●,X,X,●,●,1739,IN036,02500075,AB10,●,9015,1256,●,0716,2560,●,●,AK69,●,●,1343,●,●,2333(配權),B548(除權),IA52,●,●,1654,VBZ5,6347,●,●
晉達環球策略基金 - 環球環境基金,前收配息,美元,◎00470028,●,2301,●,●,●,●,X,X,●,●,●,IN037,02500076,AC29,●,●,1255,●,0717,2561,●,1621,AK68,●,●,1342,●,◎3128(配權),2334(配權),"1547(除息)
B547(除權)",IA53,●,"◎6850(除息)
◎BD17(除權)",1655,VBZ6,6348,●,●
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
